PassengerId,Survived,Class,Name,SibSp,Parch,Ticket,Fare,Cabin,Age,Hometown,Boarded,Destination,Gender
534,Sí,3,"Peter, Mrs. Catherine (Catherine Rizk)",0,2,2668,22.36,unknown,24,"Sar'al, Syria",Cherbourg,"Detroit, Michigan, US",F
535,No,3,"Cacic, Miss. Marija",0,0,315084,8.66,unknown,30,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US",F
536,Sí,2,"Hart, Miss. Eva Miriam",0,2,F.C.C. 13529,26.25,unknown,7,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",F
537,No,1,"Butt, Major. Archibald Willingham",0,0,113050,26.55,B38,46,"Washington, DC, US",Southampton,"Washington, DC, US",M
538,Sí,1,"LeRoy, Miss. Bertha",0,0,PC 17761,106.42,unknown,27,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",F
539,No,3,"Risien, Mr. Samuel Beard",0,0,364498,14.5,unknown,69,"Deal, Kent, England",Southampton,"Groesbeck, Texas, US",M
540,Sí,1,"Frolicher, Miss. Hedwig Margaritha",0,2,13568,49.5,B39,22,"Zürich, Switzerland",Cherbourg,"New York, New York, US",F
541,Sí,1,"Crosby, Miss. Harriet R",0,2,WE/P 5735,71.0,B22,39,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",F
542,No,3,"Andersson, Miss. Ingeborg Constanzia",4,2,347082,31.28,unknown,9,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",F
543,No,3,"Andersson, Miss. Sigrid Elisabeth",4,2,347082,31.28,unknown,11,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",F
544,Sí,2,"Beane, Mr. Edward",1,0,2908,26.0,unknown,32,"New York, New York, US",Southampton,"New York, New York, US",M
545,No,1,"Douglas, Mr. Walter Donald",1,0,PC 17761,106.42,C86,50,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",M
546,No,1,"Nicholson, Mr. Arthur Ernest",0,0,693,26.0,unknown,64,"Shanklin, Isle of Wight, England, UK",Southampton,"New York, New York, US",M
547,Sí,2,"Beane, Mrs. Edward (Ethel Clarke)",1,0,2908,26.0,unknown,19,"Norwich, Norfolk, England",Southampton,"New York, New York, US",F
548,Sí,2,"Padro y Manent, Mr. Julian",0,0,SC/PARIS 2146,13.86,unknown,26,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba",M
549,No,3,"Goldsmith, Mr. Frank John",1,1,363291,20.52,unknown,33,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",M
550,Sí,2,"Davies, Master. John Morgan Jr",1,1,C.A. 33112,36.75,unknown,8,"St. Ives, Cornwall, England, UK",Southampton,"Houghton, Michigan, US",M
551,Sí,1,"Thayer, Mr. John Borland Jr",0,2,17421,110.88,C70,17,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",M
552,No,2,"Sharp, Mr. Percival James R",0,0,244358,26.0,unknown,27,"London, England, UK",Southampton,"New York, New York, US",M
553,No,3,"O'Brien, Mr. Timothy",0,0,330979,7.83,unknown,21,"Drimoleague, Cork, Ireland",Queenstown,"New York, New York, US",M
554,Sí,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,0,2620,7.22,unknown,22,"Toula, Lebanon",Cherbourg,"Dayton, Ohio, US",M
555,Sí,3,"Ohman, Miss. Velin",0,0,347085,7.78,unknown,22,"Mariestad, Västergötland, Sweden",Southampton,"Chicago, Illinois, US",F
556,No,1,"Wright, Mr. George",0,0,113807,26.55,unknown,62,"Halifax, Nova Scotia, Canada",Southampton,"Halifax, Nova Scotia, Canada",M
557,Sí,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,0,11755,39.6,A16,48,"London, England, UK",Cherbourg,"New York, New York, US",F
558,No,1,"Robbins, Mr. Victor",0,0,PC 17757,227.52,unknown,0,unknown,Cherbourg,unknown,M
559,Sí,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,1,110413,79.65,E67,39,"New York, New York, US",Southampton,"New York, New York, US",F
560,Sí,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,0,345572,17.4,unknown,36,"Tampico, Montana, US",Southampton,"Tampico, Montana, US",F
561,No,3,"Morrow, Mr. Thomas Rowan",0,0,372622,7.75,unknown,30,"Rathfriland, Down, Ireland",Queenstown,"Gleichen, Alberta, Canada",M
562,No,3,"Sivic, Mr. Husein",0,0,349251,7.9,unknown,40,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US",M
563,No,2,"Norman, Mr. Robert Douglas",0,0,218629,13.5,unknown,28,"Glasgow, Scotland",Southampton,"Houghton, Michigan, US",M
564,No,3,"Simmons, Mr. John",0,0,SOTON/OQ 392082,8.05,unknown,39,"Leigh, Kent, England",Southampton,"New York, New York, US",M
565,No,3,"Meanwell, Miss. (Marion Ogden)",0,0,SOTON/O.Q. 392087,8.05,unknown,63,"Eastbourne, East Sussex, England",Southampton,"New York, New York, US",F
566,No,3,"Davies, Mr. Alfred J",2,0,A/4 48871,24.15,unknown,24,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",M
567,No,3,"Stoytcheff, Mr. Ilia",0,0,349205,7.9,unknown,19,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",M
568,No,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,4,349909,21.08,unknown,29,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US",F
569,No,3,"Doharr, Mr. Tannous",0,0,2686,7.23,unknown,28,"Beirut, Lebanon",Cherbourg,"Youngstown, Ohio, US",M
570,Sí,3,"Jonsson, Mr. Carl",0,0,350417,7.85,unknown,32,"Kalfsnäs, Småland, Sweden",Southampton,"Huntley, Illinois, US",M
571,Sí,2,"Harris, Mr. George",0,0,S.W./PP 752,10.5,unknown,62,"London, England",Southampton,"New York, New York, US",M
572,Sí,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",2,0,11769,51.48,C101,53,"New York, New York, US",Southampton,"New York, New York, US",F
573,Sí,1,"Flynn, Mr. John Irwin (""Irving"")",0,0,PC 17474,26.39,E25,36,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US",M
574,Sí,3,"Kelly, Miss. Mary",0,0,14312,7.75,unknown,22,"Castlepollard, Westmeath, Ireland",Queenstown,"New York, New York, US",F
575,No,3,"Rush, Mr. Alfred George John",0,0,A/4. 20589,8.05,unknown,16,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",M
576,No,3,"Patchett, Mr. George",0,0,358585,14.5,unknown,19,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada",M
577,Sí,2,"Garside, Miss. Ethel",0,0,243880,13.0,unknown,34,"Liverpool, Merseyside, England",Southampton,"Brooklyn, New York, US",F
578,Sí,1,"Silvey, Mrs. William Baird (Alice Munger)",1,0,13507,55.9,E44,39,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US",F
579,No,3,"Caram, Mrs. Joseph (Maria Elias)",1,0,2689,14.46,unknown,18,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",F
580,Sí,3,"Jussila, Mr. Eiriik",0,0,STON/O 2. 3101286,7.92,unknown,32,"Elimäki, Finland",Southampton,"Monessen, Pennsylvania, US",M
581,Sí,2,"Christy, Miss. Julie Rachel",1,1,237789,30.0,unknown,25,"London, England, UK",Southampton,"Montreal, Quebec, Canada",F
582,Sí,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,1,17421,110.88,C68,39,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",F
583,No,2,"Downton, Mr. William James",0,0,28403,26.0,unknown,55,"Rochester, New York, US",Southampton,"Rochester, New York, US",M
584,No,1,"Ross, Mr. John Hugo",0,0,13049,40.12,A10,36,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",M
585,No,3,"Paulner, Mr. Uscher",0,0,3411,8.71,unknown,16,"Unknown, Unknown",Cherbourg,"New York, New York, US",M
586,Sí,1,"Taussig, Miss. Ruth",0,2,110413,79.65,E68,18,"New York, New York, US",Southampton,"New York, New York, US",F
587,No,2,"Jarvis, Mr. John Denzil",0,0,237565,15.0,unknown,47,"Stoneygate, Leicestershire, England",Southampton,"New York, New York, US",M
588,Sí,1,"Frolicher-Stehli, Mr. Maxmillian",1,1,13567,79.2,B41,60,"Zürich, Switzerland",Cherbourg,"New York, New York, US",M
589,No,3,"Gilinski, Mr. Eliezer",0,0,14973,8.05,unknown,22,"Abercynon, Glamorgan, Wales",Southampton,"Chicago, Illinois, US",M
590,No,3,"Murdlin, Mr. Joseph",0,0,A./5. 3235,8.05,unknown,22,"London, England",Southampton,"New York, New York, US",M
591,No,3,"Rintamaki, Mr. Matti",0,0,STON/O 2. 3101273,7.12,unknown,35,"Kyyny, Finland",Southampton,"Sudbury, Ontario, Canada",M
592,Sí,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,0,36947,78.27,D20,52,"Paris, France",Cherbourg,"Haverford, Pennsylvania, US",F
593,No,3,"Elsbury, Mr. William James",0,0,A/5 3902,7.25,unknown,47,"Taunton, Somerset, England",Southampton,"Gurnee, Illinois, US",M
594,No,3,"Bourke, Miss. Mary",0,2,364848,7.75,unknown,40,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",F
595,No,2,"Chapman, Mr. John Henry",1,0,SC/AH 29037,26.0,unknown,36,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US",M
596,No,3,"Van Impe, Mr. Jean Baptiste",1,1,345773,24.15,unknown,36,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",M
597,Sí,2,"Leitch, Miss. Jessie Wills",0,0,248727,33.0,unknown,31,"London, England",Southampton,"Chicago, Illinois, US",F
598,No,3,"Johnson, Mr. Alfred",0,0,LINE,0.0,unknown,49,"Millwood, England",Southampton,"New York, New York, US",M
599,No,3,"Boulos, Mr. Hanna",0,0,2664,7.22,unknown,18,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",M
600,Sí,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,0,PC 17485,56.93,A20,49,"London, England, UK",Cherbourg,"New York, New York, US",M
601,Sí,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",2,1,243847,27.0,unknown,24,"London, England",Southampton,"Montreal, Quebec, Canada",F
602,No,3,"Slabenoff, Mr. Petco",0,0,349214,7.9,unknown,42,"Unknown, Bulgaria",Southampton,"New York, New York, US",M
603,No,1,"Harrington, Mr. Charles H",0,0,113796,42.4,unknown,37,"Washington, DC, US",Southampton,"Washington, DC, US",M
604,No,3,"Torber, Mr. Ernst William",0,0,364511,8.05,unknown,44,"Unknown, Germany",Southampton,"New York, New York, US",M
605,Sí,1,"Homer, Mr. Harry (""Mr E Haven"")",0,0,111426,26.55,unknown,40,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US",M
606,No,3,"Lindell, Mr. Edvard Bengtsson",1,0,349910,15.55,unknown,36,"Helsingborg, Skåne, Sweden",Southampton,"Hartford, Connecticut, US",M
607,No,3,"Karaic, Mr. Milan",0,0,349246,7.9,unknown,30,"Vagovina, Croatia",Southampton,"Youngstown, Ohio, US",M
608,Sí,1,"Daniel, Mr. Robert Williams",0,0,113804,30.5,unknown,27,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",M
609,Sí,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,2,SC/Paris 2123,41.58,unknown,22,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",F
610,Sí,1,"Shutes, Miss. Elizabeth W",0,0,PC 17582,153.46,C125,40,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",F
611,No,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,5,347082,31.28,unknown,39,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",F
612,No,3,"Jardin, Mr. Jose Neto",0,0,SOTON/O.Q. 3101305,7.05,unknown,21,"Calheta, Madeira, Portugal",Southampton,"New York, New York, US",M
613,Sí,3,"Murphy, Miss. Margaret Jane",1,0,367230,15.5,unknown,25,"Fostragh, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",F
614,No,3,"Horgan, Mr. John",0,0,370377,7.75,unknown,22,"Unknown, Ireland",Queenstown,"New York, New York, US",M
615,No,3,"Brocklebank, Mr. William Alfred",0,0,364512,8.05,unknown,35,"Broomfield, Essex, England",Southampton,"New York, New York, US",M
616,Sí,2,"Herman, Miss. Alice",1,2,220845,65.0,unknown,24,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",F
617,No,3,"Danbom, Mr. Ernst Gilbert",1,1,347080,14.4,unknown,34,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US",M
618,No,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,0,A/5. 3336,16.1,unknown,26,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US",F
619,Sí,2,"Becker, Miss. Marion Louise",2,1,230136,39.0,F4,4,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",F
620,No,2,"Gavey, Mr. Lawrence",0,0,31028,10.5,unknown,26,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",M
621,No,3,"Yasbeck, Mr. Antoni",1,0,2659,14.45,unknown,27,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",M
622,Sí,1,"Kimball, Mr. Edwin Nelson Jr",1,0,11753,52.55,D19,42,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US",M
623,Sí,3,"Nakid, Mr. Sahid",1,1,2653,15.74,unknown,20,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",M
624,No,3,"Hansen, Mr. Henry Damsgaard",0,0,350029,7.85,unknown,21,"Copenhagen, Denmark",Southampton,"Racine, Wisconsin, US",M
625,No,3,"Bowen, Mr. David John ""Dai""",0,0,54636,16.1,unknown,20,"Treherbert, Glamorgan, Wales",Southampton,"New York, New York, US",M
626,No,1,"Sutton, Mr. Frederick",0,0,36963,32.32,D50,61,"Haddonfield, New Jersey, US",Southampton,"Haddonfield, New Jersey, US",M
627,No,2,"Kirkland, Rev. Charles Leonard",0,0,219533,12.35,unknown,52,"Glasgow, Scotland",Queenstown,"Tuxford, Saskatchewan, Canada",M
628,Sí,1,"Longley, Miss. Gretchen Fiske",0,0,13502,77.96,D9,21,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",F
629,No,3,"Bostandyeff, Mr. Guentcho",0,0,349224,7.9,unknown,26,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
630,No,3,"O'Connell, Mr. Patrick D",0,0,334912,7.73,unknown,17,"Kingwilliamstown, Cork, Ireland",Queenstown,"New York, New York, US",M
631,Sí,1,"Barkworth, Mr. Algernon Henry Wilson",0,0,27042,30.0,A23,47,"Hessle, East Yorkshire, England, UK",Southampton,"New York, New York, US",M
632,No,3,"Lundahl, Mr. Johan Svensson",0,0,347743,7.05,unknown,51,"Fyrnan, Småland, Sweden",Southampton,"Spokane, Washington, US",M
633,Sí,1,"Stahelin-Maeglin, Dr. Max",0,0,13214,30.5,B50,32,"Basel, Switzerland",Southampton,"New York, New York, US",M
634,No,1,"Parr, Mr. William Henry Marsh",0,0,112052,0.0,unknown,29,"Belfast, Ireland, UK",Belfast,"New York, New York, US",M
635,No,3,"Skoog, Miss. Mabel",3,2,347088,27.9,unknown,9,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",F
636,Sí,2,"Davis, Miss. Mary",0,0,237668,13.0,unknown,28,"London, England, UK",Southampton,"Tottenville, New York, US",F
637,No,3,"Leinonen, Mr. Antti Gustaf",0,0,STON/O 2. 3101292,7.92,unknown,32,"Valitaipale, Finland",Southampton,"New York, New York, US",M
638,No,2,"Collyer, Mr. Harvey",1,1,C.A. 31921,26.25,unknown,31,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",M
639,No,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",0,5,3101295,39.69,unknown,41,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",F
640,No,3,"Thorneycroft, Mr. Percival",1,0,376564,16.1,unknown,36,"Maidstone, Kent, England",Southampton,"Clinton, New York, US",M
641,No,3,"Jensen, Mr. Hans Peder",0,0,350050,7.85,unknown,20,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US",M
642,Sí,1,"Sagesser, Mlle. Emma",0,0,PC 17477,69.3,B35,24,"Paris, France",Cherbourg,"New York, New York, US",F
643,No,3,"Skoog, Miss. Margit Elizabeth",3,2,347088,27.9,unknown,2,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",F
644,Sí,3,"Foo, Mr. Choong",0,0,1601,56.5,unknown,32,"Hong Kong, China",Southampton,"New York, New York, US",M
645,Sí,3,"Baclini, Miss. Eugenie",2,1,2666,19.26,unknown,4,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",F
646,Sí,1,"Harper, Mr. Henry Sleeper",1,0,PC 17572,76.73,D33,48,"New York, New York, US",Cherbourg,"New York, New York, US",M
647,No,3,"Cor, Mr. Liudevit",0,0,349231,7.9,unknown,19,"Kricina, Croatia",Southampton,"Great Falls, Montana, US",M
648,Sí,1,"Simonius-Blumer, Col. Oberst Alfons",0,0,13213,35.5,A26,56,"Basel, Switzerland",Southampton,"New York, New York, US",M
649,No,3,"Willey, Mr. Edward",0,0,S.O./P.P. 751,7.55,unknown,18,"Market Drayton, Shropshire, England",Southampton,"Schenectady, New York, US",M
650,Sí,3,"Stanley, Miss. Amy Zillah Elsie",0,0,CA. 2314,7.55,unknown,24,"Wallingford, Oxfordshire, England",Southampton,"New Haven, Connecticut, US",F
651,No,3,"Mitkoff, Mr. Mito",0,0,349221,7.9,unknown,23,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
652,Sí,2,"Doling, Miss. Elsie",0,1,231919,23.0,unknown,19,"Southampton, Hampshire, England, UK",Southampton,"New York, New York, US",F
653,No,3,"Kalvik, Mr. Johannes Halvorsen",0,0,8475,8.43,unknown,21,"Etnesjøen, Hordaland Fylke, Norway",Southampton,"Story City, Iowa, US",M
654,Sí,3,"O'Leary, Miss. Hanora ""Norah""",0,0,330919,7.83,unknown,16,"Kingwilliamstown, Cork, Ireland",Queenstown,"New York, New York, US",F
655,No,3,"Hegarty, Miss. Hanora ""Nora""",0,0,365226,6.75,unknown,18,"Whitechurch, Cork, Ireland",Queenstown,"Charlestown, US",F
656,No,2,"Hickman, Mr. Leonard Mark",2,0,S.O.C. 14879,73.5,unknown,24,"Fritham, Hampshire, England",Southampton,"Eden, Manitoba, Canada",M
657,No,3,"Radeff, Mr. Alexander",0,0,349223,7.9,unknown,27,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
658,No,3,"Bourke, Mrs. John (Catherine)",1,1,364849,15.5,unknown,32,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",F
659,No,2,"Eitemiller, Mr. George Floyd",0,0,29751,13.0,unknown,23,"London, England, UK",Southampton,"Detroit, Michigan, US",M
660,No,1,"Newell, Mr. Arthur Webster",0,2,35273,113.28,D48,58,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",M
661,Sí,1,"Frauenthal, Dr. Henry William",2,0,PC 17611,133.65,unknown,49,"London, England, UK",Southampton,"New York, New York, US",M
662,No,3,"Badt, Mr. Mohamed",0,0,2623,7.22,unknown,40,"Tripoli, Lebanon",Cherbourg,"New York, New York, US",M
663,No,1,"Colley, Mr. Edward Pomeroy",0,0,5727,25.59,E58,37,"Dublin, Ireland, UK[note 1]",Southampton,"Vancouver, British Columbia, Canada",M
664,No,3,"Coleff, Mr. Peju",0,0,349210,7.5,unknown,36,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",M
665,Sí,3,"Lindqvist, Mr. Eino William",1,0,STON/O 2. 3101285,7.92,unknown,20,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US",M
666,No,2,"Hickman, Mr. Lewis",2,0,S.O.C. 14879,73.5,unknown,30,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada",M
667,No,2,"Butler, Mr. Reginald Fenton",0,0,234686,13.0,unknown,25,"Southsea, Hampshire, England",Southampton,"New York, New York, US",M
668,No,3,"Rommetvedt, Mr. Knud Paust",0,0,312993,7.78,unknown,49,"Hogstad, Norway",Southampton,"New York, New York, US",M
669,No,3,"Cook, Mr. Jacob",0,0,A/5 3536,8.05,unknown,43,"Unknown (Estonia?), Russia (Estonia?)",Southampton,"New York, New York, US",M
670,Sí,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,0,19996,52.0,C126,48,"London, England, UK",Southampton,"East Orange, New Jersey, US",F
671,Sí,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,1,29750,39.0,unknown,40,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US",F
672,No,1,"Davidson, Mr. Thornton",1,0,F.C. 12750,52.0,B71,31,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",M
673,No,2,"Mitchell, Mr. Henry Michael",0,0,C.A. 24580,10.5,unknown,71,"Guernsey, Channel Islands",Southampton,"Toledo, Ohio, US",M
674,Sí,2,"Wilhelms, Mr. Charles",0,0,244270,13.0,unknown,32,"London, England",Southampton,"New York, New York, US",M
675,No,2,"Watson, Mr. Ennis Hastings",0,0,239856,0.0,unknown,15,"Belfast, Northern Ireland, UK",Belfast,"New York, New York, US",M
676,No,3,"Edvardsson, Mr. Gustaf Hjalmar",0,0,349912,7.78,unknown,18,"Tofta, Uppland, Sweden",Southampton,"Joliet, Illinois, US",M
677,No,3,"Sawyer, Mr. Frederick Charles",0,0,342826,8.05,unknown,33,"Basingstoke, Hampshire, England",Southampton,"Halley, Michigan, US",M
678,Sí,3,"Turja, Miss. Anna Sofia",0,0,4138,9.84,unknown,18,"Oulainen, Oulu, Finland",Southampton,"Ashtabula, Ohio, US",F
679,No,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,6,CA 2144,46.9,unknown,43,"Fulham, England",Southampton,"Niagara Falls, New York, US",F
680,Sí,1,"Cardeza, Mr. Thomas Drake Martinez",0,1,PC 17755,512.33,B51 B53 B55,36,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",M
681,No,3,"Peters, Miss. Katie",0,0,330935,8.14,unknown,26,"Cahir, Tipperary, Ireland",Queenstown,"New York, New York, US",F
682,Sí,1,"Hassab, Mr. Hammad",0,0,PC 17572,76.73,D49,27,"Cairo, Egypt",Cherbourg,"New York, New York, US",M
683,No,3,"Olsvigen, Mr. Thor Anderson",0,0,6563,9.22,unknown,20,"Vikersund, Norway",Southampton,"Carneron, US",M
684,No,3,"Goodwin, Mr. Charles Edward",5,2,CA 2144,46.9,unknown,14,"Fulham, England",Southampton,"Niagara Falls, New York, US",M
685,No,2,"Brown, Mr. Thomas William Solomon",1,1,29750,39.0,unknown,60,"Cape Town, South Africa, UK[note 4]",Southampton,"Seattle, Washington, US",M
686,No,2,"Laroche, Mr. Joseph Philippe Lemercier",1,2,SC/Paris 2123,41.58,unknown,25,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",M
687,No,3,"Panula, Mr. Jaako Arnold",4,1,3101295,39.69,unknown,15,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",M
688,No,3,"Dakic, Mr. Branko",0,0,349228,10.17,unknown,19,"Gornji Miholjac, Croatia",Southampton,"New York, New York, US",M
689,No,3,"Fischer, Mr. Eberhard Thelander",0,0,350036,7.8,unknown,18,"Björkeberga, Skåne, Sweden",Southampton,"New York, New York, US",M
690,Sí,1,"Madill, Miss. Georgette Alexandra",0,1,24160,211.34,B5,16,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",F
691,Sí,1,"Dick, Mr. Albert Adrian",1,0,17474,57.0,B20,31,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",M
692,Sí,3,"Karun, Miss. Manca",0,1,349256,13.42,unknown,4,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US",F
693,Sí,3,"Lam, Mr. Ali",0,0,1601,56.5,unknown,37,"Hong Kong, China",Southampton,"New York, New York, US",M
694,No,3,"Saad, Mr. Khalil",0,0,2672,7.22,unknown,25,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",M
695,No,1,"Weir, Col. John",0,0,113800,26.55,unknown,59,"New York, New York, US",Southampton,"New York, New York, US",M
696,No,2,"Chapman, Mr. Charles Henry",0,0,248731,13.5,unknown,52,"Bronx, New York, US",Southampton,"Bronx, New York, US",M
697,No,3,"Kelly, Mr. James",0,0,363592,8.05,unknown,44,"Leixlip, Kildare, Ireland",Queenstown,"New Haven, Connecticut, US",M
698,Sí,3,"Mullens, Miss. Katherine ""Katie""",0,0,35852,7.73,unknown,19,"Esker, Longford, Ireland",Queenstown,"New York, New York, US",F
699,No,1,"Thayer, Mr. John Borland",1,1,17421,110.88,C68,49,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",M
700,No,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0,348121,7.65,F G63,42,"Borgund, Møre og Romsdal, Norway",Southampton,"Milwaukee, Wisconsin, US",M
701,Sí,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,0,PC 17757,227.52,C62 C64,18,"New York, New York, US",Cherbourg,"New York, New York, US",F
702,Sí,1,"Silverthorne, Mr. Spencer Victor",0,0,PC 17475,26.29,E24,35,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",M
703,No,3,"Barbara, Miss. Saiide",0,1,2691,14.45,unknown,12,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",F
704,No,3,"Gallagher, Mr. Martin",0,0,36864,7.74,unknown,29,"Caltra, Galway, Ireland",Queenstown,"New York, New York, US",M
705,No,3,"Hansen, Mr. Henrik Juul",1,0,350025,7.85,unknown,26,"Holeby, Storstrøm, Denmark",Southampton,"Racine, Wisconsin, US",M
706,No,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0,250655,26.0,unknown,38,"Birmingham, Worcester, England",Southampton,"Los Angeles, US",M
707,Sí,2,"Kelly, Mrs. Florence ""Fannie""",0,0,223596,13.5,unknown,45,"London, England",Southampton,"New York, New York, US",F
708,Sí,1,"Calderhead, Mr. Edward Pennington",0,0,PC 17476,26.29,E24,42,"New York, New York, US",Southampton,"New York, New York, US",M
709,Sí,1,"Cleaver, Miss. Alice",0,0,113781,151.55,unknown,22,"London, England, UK",Southampton,"Montreal, Quebec, Canada",F
710,Sí,3,"Moubarek, Master. Halim Gonios (""William George"")",1,1,2661,15.25,unknown,4,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US",M
711,Sí,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,0,PC 17482,49.5,C90,24,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada",F
712,No,1,"Klaber, Mr. Herman",0,0,113028,26.55,C124,45,"Portland, Oregon, US",Southampton,"Portland, Oregon, US",M
